MESH2_ID,MEAN
362257,0.526732
362306,0.144004
362327,0.390191
362335,0.190864
362336,0.298311
362337,0.362694
362345,0.40871
362346,0.358856
362347,0.333143
362350,0.459449
362356,0.476698
362420,0.40376
362430,0.585862
362431,0.195768
362440,0.438462
362441,0.275993
362442,0.179818
362450,0.494281
362451,0.394116
362452,0.418184
362461,0.463942
362462,0.33398
362472,0.297727
362475,0.0545441
365337,0.497971
372405,0.066564
372415,0.312587
372501,0.123127
372502,0.0799253
372503,0.11914
372511,0.178419
372512,0.0849671
372513,0.103476
372521,0.169972
372522,0.210437
372531,0.240864
372532,0.341099
374102,0.660781
374112,0.693401
383151,0.14754
383152,0.133918
383161,0.153174
383162,0.137871
383172,0.243739
392636,0.417489
392645,0.311562
392646,0.386158
392705,0.130918
392712,0.538155
392715,0.146856
392716,0.219046
392717,0.663186
392721,0.539151
392722,0.525522
392723,0.39105
392725,0.144859
392726,0.16673
392727,0.43524
392732,0.608986
392735,0.261947
392736,0.19575
392737,0.172579
392741,0.685656
392745,0.208763
392746,0.297393
392747,0.258103
392755,0.15407
392756,0.370725
392757,0.440414
392761,0.455574
392766,0.441402
392767,0.341847
392771,0.454621
392776,0.327889
392777,0.34197
392840,0.258454
392850,0.226556
392860,0.261893
392861,0.380985
392870,0.269478
392871,0.315942
392872,0.309221
394271,0.590185
402705,0.160723
402706,0.0803236
402707,0.352597
402727,0.354001
402737,0.263802
402747,0.387603
402757,0.433701
402800,0.252775
402801,0.223059
402802,0.254551
402811,0.451639
402812,0.416583
402821,0.495978
402822,0.503631
402840,0.429858
402843,0.0159348
402850,0.449593
402874,0.209815
404200,0.537143
404201,0.502668
404241,0.491438
404251,0.60244
404261,0.626451
412804,0.187074
412805,0.0835878
412815,0.0693858
412837,0.0668718
412847,0.223686
412857,0.325717
412867,0.397841
412940,0.223199
412950,0.268131
412972,0.580938
414231,0.686726
414240,0.6341
414241,0.65343
422901,0.53719
422902,0.512459
422911,0.291156
422912,0.423884
422913,0.535883
422921,0.476168
422922,0.396932
422923,0.565997
422931,0.534177
422932,0.377408
422933,0.458503
422934,0.474378
422937,0.118255
422942,0.412431
422943,0.447078
422944,0.376263
422945,0.377394
422947,0.156082
422954,0.477371
422955,0.367538
422965,0.455995
423030,0.236907
423040,0.12985
432951,0.598307
432962,0.646395
442914,0.651334
442935,0.746577
442944,0.706014
442956,0.536509
442957,0.530545
442966,0.547693
442967,0.575159
442977,0.554669
452907,0.427224
453023,0.468811
453024,0.499043
453033,0.506209
453034,0.544608
453035,0.544348
453043,0.485541
453044,0.583198
453045,0.614971
453046,0.36825
453047,0.50048
453051,0.652057
453052,0.607022
453053,0.518769
453054,0.488921
453056,0.42091
453057,0.367361
453067,0.250516
453077,0.450822
453160,0.4282
453170,0.498162
462917,0.488282
462927,0.500009
463006,0.243239
463007,0.445397
463012,0.63484
463013,0.255287
463016,0.275309
463035,0.550715
463045,0.542372
463046,0.556343
463054,0.129399
463055,0.553356
463056,0.471016
463057,0.3246
463061,0.448173
463062,0.430175
463063,0.0427504
463064,0.192863
463065,0.0623544
463066,0.299585
463067,0.348796
463071,0.43063
463072,0.284886
463073,0.0358233
463074,0.149833
463075,0.0958107
463076,0.249047
463077,0.225992
463100,0.394972
463110,0.441969
463120,0.456184
463160,0.516321
463170,0.423496
463171,0.238496
472935,0.375922
472945,0.393141
472946,0.28319
472956,0.576178
472957,0.489517
472966,0.559165
472967,0.543656
473000,0.722782
473001,0.403873
473002,0.244749
473003,0.100938
473004,0.209778
473006,0.0412499
473007,0.0574802
473010,0.614027
473011,0.450726
473012,0.127263
473013,0.308698
473014,0.385068
473015,0.16552
473016,0.322378
473017,0.0656295
473022,0.159701
473023,0.362599
473024,0.371799
473025,0.55469
473026,0.46629
473027,0.106388
473032,0.176935
473033,0.166259
473034,0.353617
473035,0.592658
473036,0.165342
473037,0.0670841
473041,0.496337
473042,0.368265
473043,0.395609
473044,0.350005
473045,0.20808
473046,0.23289
473047,0.0724937
473051,0.515539
473052,0.278603
473053,0.322631
473054,0.329114
473055,0.293577
473056,0.321896
473057,0.258686
473061,0.49314
473062,0.335071
473063,0.236718
473064,0.281645
473065,0.267495
473066,0.338655
473067,0.430947
473071,0.362873
473072,0.481301
473073,0.33002
473074,0.280062
473075,0.160827
473076,0.413074
473077,0.222685
473100,0.262476
473101,0.349069
473102,0.528218
473110,0.0661858
473111,0.289214
473112,0.350132
473113,0.441618
473120,0.102308
473121,0.353625
473122,0.288291
473123,0.475949
473130,0.15647
473131,0.606229
473132,0.362708
473133,0.401007
473140,0.0387175
473141,0.470203
473142,0.501679
473143,0.536522
473150,0.0465605
473151,0.320758
473152,0.401127
473153,0.464906
473160,0.123196
473161,0.442912
473162,0.262787
473163,0.214146
473170,0.204318
473171,0.424577
473172,0.190852
473173,0.155647
482865,0.463281
482866,0.0584265
482867,0.215843
482874,0.43032
482875,0.378859
482876,0.175098
482877,0.158281
482927,0.421785
482937,0.444087
482947,0.378127
482965,0.368881
482966,0.400697
482975,0.377643
482976,0.383581
482977,0.427957
483001,0.156101
483002,0.183259
483003,0.499541
483004,0.223754
483005,0.274079
483006,0.191549
483007,0.221744
483010,0.363773
483011,0.303138
483012,0.0578593
483013,0.329162
483014,0.344248
483015,0.488301
483016,0.477996
483017,0.523114
483020,0.349237
483021,0.171332
483022,0.132826
483023,0.22084
483024,0.423304
483025,0.369056
483026,0.0658351
483027,0.125412
483030,0.381689
483031,0.439295
483032,0.476454
483033,0.260936
483034,0.369938
483035,0.398991
483036,0.208659
483037,0.125301
483040,0.303892
483041,0.339165
483042,0.366189
483043,0.317442
483044,0.29618
483045,0.319541
483046,0.358661
483047,0.309911
483050,0.33671
483051,0.314039
483052,0.344533
483053,0.321969
483054,0.0679124
483055,0.33022
483056,0.281243
483057,0.304927
483060,0.311243
483061,0.268869
483062,0.328158
483063,0.258802
483064,0.00216413
483065,0.0654555
483066,0.423292
483067,0.486903
483071,0.20725
483072,0.103965
483073,0.218881
483074,0.15299
483075,0.0847458
483076,0.259879
483077,0.294384
483100,0.519211
483101,0.567381
483102,0.217326
483103,0.201314
483104,0.229936
483110,0.611494
483111,0.629329
483112,0.439475
483113,0.176125
483114,0.161499
483120,0.419862
483121,0.495853
483122,0.450347
483123,0.38428
483124,0.059455
483130,0.453007
483131,0.540563
483132,0.454406
483133,0.610646
483134,0.21707
483135,0.506587
483140,0.553
483141,0.548161
483142,0.525137
483143,0.54837
483144,0.515218
483145,0.467278
483150,0.59561
483151,0.583158
483152,0.558866
483153,0.508315
483154,0.510012
483155,0.553879
483160,0.493176
483161,0.544832
483162,0.566598
483163,0.426106
483164,0.575702
483165,0.534376
483170,0.373757
483171,0.454802
483172,0.530065
483173,0.56344
483174,0.580194
483175,0.59178
483176,0.578791
483956,0.519668
492804,0.438966
492805,0.290418
492806,0.26393
492807,0.437502
492815,0.12058
492816,0.365855
492817,0.435257
492826,0.389032
492827,0.385591
492837,0.380596
492857,0.576018
492867,0.578679
492906,0.41754
492907,0.435473
492910,0.50319
492915,0.309496
492916,0.371643
492917,0.371637
492920,0.255086
492924,0.509016
492925,0.353776
492926,0.315
492927,0.201254
492930,0.292977
492931,0.325546
492932,0.389616
492934,0.472197
492935,0.359127
492936,0.258632
492937,0.164643
492940,0.408836
492941,0.450253
492942,0.373144
492944,0.446704
492945,0.249966
492946,0.255997
492947,0.344051
492950,0.493952
492951,0.510139
492953,0.386457
492954,0.336815
492955,0.394223
492956,0.337454
492957,0.297897
492960,0.308609
492961,0.423944
492962,0.553919
492963,0.402882
492964,0.430612
492965,0.412628
492966,0.344487
492967,0.323755
492970,0.275628
492971,0.300241
492973,0.381
492974,0.389957
492975,0.353433
492976,0.254499
492977,0.218967
493001,0.24464
493002,0.287541
493003,0.349451
493004,0.180571
493005,0.0899097
493006,0.247905
493007,0.340182
493010,0.296369
493011,0.220447
493012,0.412709
493013,0.39101
493014,0.105487
493015,0.142382
493016,0.121268
493017,0.378217
493020,0.159018
493021,0.0984956
493022,0.0618227
493023,0.0396764
493024,0.0501391
493025,0.147166
493026,0.0872612
493027,0.303266
493030,0.403913
493031,0.180681
493033,0.167368
493034,0.219321
493035,0.102314
493036,0.0733955
493037,0.406623
493040,0.165962
493041,0.019746
493043,0.251003
493044,0.23642
493045,0.211682
493046,0.291286
493047,0.427725
493050,0.0921933
493051,0.0116305
493052,0.0983637
493053,0.0346588
493054,0.0952724
493055,0.241586
493056,0.432261
493057,0.558359
493060,0.18568
493061,0.0297924
493062,0.0258853
493063,0.00961262
493064,0.0784607
493065,0.214234
493066,0.455522
493067,0.453766
493070,0.219028
493071,0.128696
493072,0.0470542
493073,0.020368
493074,0.187969
493075,0.147283
493076,0.253838
493077,0.377336
493100,0.344067
493101,0.371342
493102,0.411632
493103,0.532542
493104,0.581431
493105,0.644614
493106,0.574442
493107,0.653907
493110,0.389846
493111,0.323145
493112,0.491081
493113,0.50735
493114,0.478167
493115,0.469399
493116,0.590139
493117,0.445706
493120,0.459445
493121,0.398527
493122,0.446748
493123,0.478657
493124,0.530958
493125,0.403623
493126,0.292627
493127,0.291878
493130,0.149758
493131,0.26594
493132,0.0970696
493133,0.184084
493134,0.348974
493135,0.393566
493136,0.275285
493137,0.431866
493140,0.320103
493141,0.372343
493142,0.3002
493143,0.285573
493144,0.28312
493145,0.313194
493146,0.30318
493147,0.375908
493150,0.21204
493151,0.54752
493152,0.533971
493153,0.377066
493154,0.390765
493155,0.384714
493156,0.365716
493157,0.40563
493160,0.397877
493161,0.388464
493162,0.448729
493163,0.283719
493164,0.376086
493165,0.467061
493166,0.430879
493167,0.545672
493170,0.278906
493171,0.337262
493172,0.505708
493173,0.536022
493174,0.459936
493175,0.582673
493176,0.554061
493177,0.631262
493204,0.397319
493206,0.402941
493207,0.386355
493210,0.609923
493213,0.628398
493214,0.471813
493215,0.366908
493216,0.30415
493217,0.325747
493220,0.558558
493223,0.463586
493224,0.496862
493225,0.346665
493226,0.243754
493227,0.311155
493230,0.540235
493233,0.493596
493234,0.413135
493235,0.346218
493236,0.32449
493237,0.373967
493240,0.509695
493243,0.403409
493244,0.348556
493245,0.343406
493246,0.246624
493247,0.314232
493250,0.414865
493252,0.518834
493253,0.347495
493254,0.296211
493255,0.424157
493256,0.290159
493257,0.203578
493262,0.495716
493263,0.377329
493264,0.350872
493265,0.345395
493266,0.215578
493267,0.246666
493272,0.37816
493273,0.296962
493274,0.256771
493275,0.299031
493276,0.176364
493277,0.291991
493300,0.36873
493310,0.254028
493320,0.33104
493330,0.390272
493340,0.326565
493350,0.204367
493351,0.293966
493360,0.246073
493361,0.320561
493362,0.353949
493370,0.337262
493371,0.276716
493372,0.354432
493461,0.487817
493470,0.367314
493471,0.315954
493946,0.509966
493955,0.459992
493956,0.469209
502903,0.384241
502904,0.383927
502905,0.303397
502906,0.351133
502907,0.335768
502913,0.45846
502914,0.40363
502915,0.349057
502916,0.353487
502917,0.371591
502924,0.377971
502925,0.466507
502926,0.369804
502927,0.35483
502936,0.474787
502937,0.407664
502944,0.378653
502945,0.300641
502946,0.253992
502955,0.314292
502956,0.284595
502965,0.373665
502966,0.387759
503000,0.318228
503001,0.319598
503002,0.25932
503003,0.147708
503004,0.0170869
503005,0.0279683
503006,0.103033
503007,0.379396
503010,0.128154
503011,0.199673
503012,0.424799
503013,0.418862
503014,0.0999383
503015,0.136838
503016,0.368866
503017,0.471478
503020,0.221717
503021,0.0990138
503022,0.228377
503023,0.26409
503024,0.388075
503025,0.187554
503026,0.245465
503027,0.379432
503030,0.248548
503031,0.197929
503032,0.305091
503033,0.198085
503034,0.424607
503035,0.289844
503036,0.334021
503037,0.264199
503041,0.564396
503042,0.430349
503043,0.220509
503044,0.300077
503045,0.363127
503046,0.418575
503047,0.236051
503052,0.691755
503053,0.213716
503054,0.210402
503055,0.234167
503056,0.467928
503057,0.443357
503060,0.453154
503063,0.427091
503064,0.257068
503065,0.329057
503066,0.494513
503067,0.344333
503073,0.57832
503075,0.384809
503076,0.534117
503077,0.454747
503100,0.398713
503101,0.401632
503102,0.318496
503103,0.360872
503104,0.0944868
503105,0.122295
503110,0.344774
503111,0.388688
503112,0.28316
503113,0.20941
503114,0.122024
503115,0.0760155
503120,0.355932
503121,0.210316
503122,0.0743317
503123,0.0986985
503124,0.212754
503125,0.0992268
503130,0.275991
503131,0.0626963
503132,0.0674263
503133,0.0506579
503134,0.277995
503135,0.167358
503140,0.112528
503143,0.0899279
503144,0.121749
503145,0.13503
503150,0.296627
503157,0.424015
503160,0.40774
503167,0.367828
503170,0.366269
503171,0.457092
503172,0.365114
503173,0.5151
503174,0.524202
503175,0.40135
503176,0.537999
503177,0.300986
503200,0.317333
503201,0.327507
503202,0.448995
503203,0.200684
503204,0.275592
503205,0.213168
503206,0.29452
503207,0.319524
503210,0.343171
503211,0.35941
503212,0.303391
503213,0.104573
503214,0.242902
503215,0.354342
503216,0.396349
503217,0.466458
503222,0.283966
503223,0.297323
503224,0.299081
503225,0.319515
503226,0.341555
503227,0.467979
503233,0.362955
503234,0.34312
503235,0.279488
503236,0.314703
503237,0.262994
503241,0.363059
503243,0.50082
503244,0.249422
503245,0.297135
503246,0.315779
503247,0.302188
503250,0.527449
503251,0.288934
503252,0.280861
503255,0.104656
503256,0.20172
503257,0.27312
503260,0.354994
503261,0.392067
503262,0.317551
503263,0.34658
503264,0.290836
503265,0.107352
503266,0.24357
503267,0.449103
503270,0.239145
503271,0.313139
503272,0.338667
503273,0.372156
503274,0.138862
503275,0.129916
503276,0.276198
503277,0.304214
503300,0.299494
503301,0.287759
503302,0.339862
503303,0.258992
503310,0.42092
503311,0.373694
503312,0.323152
503313,0.323746
503314,0.324593
503317,0.333006
503320,0.382395
503321,0.357063
503322,0.390877
503323,0.362813
503324,0.346769
503325,0.100422
503326,0.278352
503327,0.28185
503330,0.376785
503331,0.38931
503332,0.276197
503333,0.297455
503334,0.296929
503335,0.258568
503336,0.290751
503337,0.379701
503340,0.452245
503341,0.546268
503342,0.516937
503343,0.447288
503344,0.237016
503345,0.346297
503346,0.401595
503347,0.511401
503350,0.447961
503351,0.489134
503352,0.615422
503353,0.492804
503354,0.477355
503355,0.38418
503356,0.452057
503357,0.472094
503360,0.0981636
503361,0.193224
503362,0.305128
503363,0.352212
503364,0.448471
503365,0.397451
503366,0.358396
503367,0.441819
503370,0.189388
503371,0.19593
503372,0.300684
503373,0.185645
503374,0.267287
503375,0.355347
503376,0.342992
503377,0.434863
503400,0.304951
503401,0.15755
503410,0.32565
503411,0.308442
503412,0.399993
503420,0.346328
503421,0.427765
503422,0.434194
503430,0.608865
503431,0.42829
503432,0.41547
503433,0.462366
503440,0.511955
503441,0.361088
503442,0.432
503443,0.360237
503444,0.446866
503450,0.533674
503451,0.490898
503452,0.527088
503453,0.388394
503454,0.403932
503455,0.485026
503460,0.562338
503461,0.529654
503462,0.488469
503463,0.356686
503464,0.420387
503465,0.390857
503466,0.730642
503470,0.351049
503471,0.316501
503472,0.375829
503473,0.334506
503474,0.308359
503475,0.115586
503514,0.246733
503515,0.272947
503516,0.43641
503523,0.379475
503524,0.2018
503525,0.203426
503526,0.287395
503527,0.303897
503532,0.421809
503533,0.334972
503534,0.446278
503535,0.356668
503536,0.28602
503537,0.33439
503542,0.374747
503543,0.354139
503544,0.433023
503545,0.493134
503546,0.331549
503547,0.466466
503551,0.392215
503552,0.308239
503553,0.282374
503554,0.355097
503555,0.443467
503556,0.476722
503557,0.398851
503560,0.350514
503561,0.356588
503562,0.309126
503563,0.357712
503564,0.408353
503565,0.338261
503566,0.458084
503567,0.336785
503570,0.352036
503571,0.342359
503572,0.371073
503573,0.190662
503574,0.303228
503575,0.528682
503576,0.595619
503577,0.389785
503640,0.433332
503650,0.304569
503660,0.2676
503661,0.4981
503670,0.434945
503671,0.394706
503672,0.536057
503964,0.45372
503965,0.455133
512911,0.359039
512912,0.279846
512921,0.17948
512922,0.289469
512931,0.183908
512932,0.209079
512933,0.345032
512941,0.362964
512942,0.142536
512943,0.269074
512952,0.149344
512953,0.139634
512962,0.159841
512963,0.113249
512972,0.208319
512973,0.118762
513006,0.636052
513007,0.323604
513016,0.331805
513017,0.324126
513027,0.275637
513036,0.406688
513037,0.317659
513046,0.29567
513047,0.33031
513057,0.382074
513100,0.360588
513101,0.356309
513102,0.338388
513103,0.311898
513104,0.332033
513105,0.26499
513106,0.353659
513107,0.295865
513110,0.332674
513111,0.342678
513112,0.346725
513113,0.302642
513114,0.223275
513115,0.211834
513116,0.289893
513117,0.290922
513120,0.325245
513121,0.329608
513122,0.364472
513123,0.201746
513124,0.213033
513125,0.223192
513126,0.284014
513127,0.219591
513130,0.247876
513131,0.258712
513132,0.281725
513133,0.0912753
513134,0.187747
513135,0.200249
513136,0.22849
513137,0.181578
513140,0.282941
513141,0.339637
513142,0.301719
513143,0.259742
513144,0.254345
513145,0.25769
513146,0.223671
513147,0.275257
513150,0.353617
513151,0.469131
513152,0.488312
513153,0.339318
513154,0.306792
513155,0.286655
513156,0.259838
513157,0.229226
513162,0.102468
513163,0.329847
513164,0.192836
513165,0.275889
513166,0.313849
513167,0.227281
513174,0.206077
513175,0.294145
513176,0.374598
513177,0.288944
513200,0.300191
513201,0.340455
513202,0.29043
513203,0.490709
513204,0.357698
513205,0.196389
513206,0.279032
513207,0.268265
513210,0.257203
513211,0.328537
513212,0.28414
513213,0.354292
513214,0.370931
513215,0.359394
513216,0.262499
513217,0.263563
513220,0.151868
513221,0.31321
513222,0.328841
513223,0.365949
513224,0.428827
513225,0.394
513226,0.259159
513227,0.267725
513230,0.223909
513231,0.476791
513232,0.435885
513233,0.496608
513234,0.417226
513235,0.446052
513236,0.374945
513237,0.340227
513240,0.316469
513241,0.354376
513242,0.413242
513243,0.504063
513244,0.41542
513245,0.406895
513246,0.379075
513247,0.343741
513250,0.419523
513251,0.466601
513252,0.449007
513253,0.451755
513254,0.427386
513255,0.411985
513256,0.322621
513257,0.35322
513260,0.367959
513261,0.566154
513262,0.465194
513263,0.40263
513264,0.418194
513265,0.373023
513266,0.364585
513267,0.354139
513270,0.247278
513271,0.539625
513272,0.44058
513273,0.397875
513274,0.429451
513275,0.393114
513276,0.386303
513277,0.364419
513300,0.177047
513302,0.384846
513304,0.324084
513305,0.301986
513306,0.303373
513307,0.367448
513310,0.299034
513311,0.325585
513312,0.260625
513313,0.366394
513314,0.330703
513315,0.175412
513316,0.353084
513317,0.277531
513320,0.291424
513321,0.301374
513322,0.379475
513324,0.424868
513325,0.256297
513326,0.227945
513327,0.297697
513330,0.316447
513331,0.319548
513332,0.355371
513333,0.252291
513334,0.455783
513335,0.352803
513336,0.121754
513337,0.256719
513340,0.343057
513341,0.263556
513342,0.3477
513343,0.332071
513344,0.476603
513345,0.370633
513346,0.498427
513347,0.345164
513350,0.315657
513351,0.346211
513352,0.361496
513353,0.311605
513354,0.424659
513355,0.308003
513356,0.515017
513357,0.51323
513360,0.330387
513361,0.341972
513362,0.317485
513363,0.33899
513364,0.379502
513365,0.275557
513366,0.288318
513367,0.346589
513370,0.3351
513371,0.34519
513372,0.351123
513373,0.373132
513374,0.388198
513375,0.394506
513376,0.174321
513377,0.132609
513400,0.379344
513401,0.336297
513402,0.310692
513403,0.289932
513404,0.351971
513405,0.0511595
513410,0.264452
513411,0.279886
513412,0.243301
513413,0.195992
513414,0.208397
513415,0.286121
513416,0.425796
513420,0.302186
513421,0.308153
513422,0.412674
513423,0.372234
513424,0.282171
513425,0.345336
513426,0.262015
513427,0.17376
513430,0.119527
513431,0.273295
513432,0.356714
513433,0.378921
513434,0.322774
513435,0.2733
513436,0.215554
513437,0.257401
513440,0.376158
513441,0.41506
513442,0.476442
513445,0.27379
513446,0.291139
513447,0.269454
513450,0.539734
513451,0.439225
513452,0.401925
513456,0.228358
513457,0.282185
513460,0.452392
513461,0.413306
513462,0.425637
513466,0.297529
513467,0.331429
513470,0.268151
513471,0.350432
513473,0.196613
513474,0.258617
513477,0.266843
513500,0.257432
513501,0.223319
513502,0.293722
513503,0.25891
513504,0.563206
513505,0.607463
513506,0.498147
513507,0.509079
513510,0.237715
513511,0.204879
513512,0.343724
513513,0.347656
513514,0.493835
513515,0.627612
513516,0.496491
513517,0.469118
513520,0.286703
513521,0.229308
513522,0.286638
513523,0.318092
513524,0.366434
513525,0.458823
513526,0.360846
513527,0.452572
513530,0.36055
513531,0.302618
513532,0.228365
513533,0.168122
513534,0.231164
513535,0.269499
513536,0.155899
513537,0.489648
513541,0.309706
513542,0.236101
513543,0.279449
513544,0.250703
513545,0.182932
513546,0.0793884
513547,0.376929
513552,0.144433
513553,0.212634
513554,0.246683
513555,0.127747
513556,0.0741664
513557,0.109609
513560,0.362235
513562,0.0543126
513563,0.154567
513564,0.108154
513565,0.237676
513566,0.0581535
513567,0.25997
513570,0.312679
513571,0.325272
513573,0.161848
513574,0.0522936
513575,0.301314
513576,0.115651
513577,0.344946
513600,0.568743
513601,0.266466
513602,0.53403
513610,0.216513
513611,0.434767
513612,0.538073
513620,0.52879
513621,0.199668
513622,0.401294
513623,0.452512
513624,0.551865
513626,0.255614
513630,0.558345
513631,0.398423
513632,0.325209
513633,0.243666
513634,0.268614
513635,0.472244
513636,0.35033
513637,0.300311
513640,0.561071
513641,0.435104
513642,0.369051
513643,0.331837
513644,0.26388
513645,0.445628
513646,0.35025
513647,0.41672
513650,0.309339
513651,0.40236
513652,0.378191
513653,0.311369
513654,0.278744
513655,0.311363
513656,0.328204
513657,0.465128
513660,0.330216
513661,0.346298
513662,0.388901
513663,0.243557
513664,0.0528045
513665,0.0928438
513666,0.383735
513667,0.458215
513670,0.316011
513671,0.224853
513672,0.348444
513673,0.183408
513674,0.0642913
513675,0.0406791
513760,0.282829
513770,0.102348
513771,0.227928
513772,0.0757075
513773,0.0315802
513775,0.133658
513776,0.228049
513777,0.13103
513870,0.15187
513871,0.18531
513876,0.374629
513877,0.401051
513903,0.534813
513904,0.562855
513913,0.412615
513914,0.503534
513920,0.634517
513921,0.6861
513931,0.629217
513932,0.492989
513941,0.53139
513942,0.553357
513952,0.649281
513962,0.694341
522903,0.183323
523104,0.340706
523105,0.390166
523106,0.392658
523107,0.289828
523111,0.116995
523116,0.399868
523117,0.355321
523127,0.398681
523200,0.211638
523201,0.437996
523202,0.423535
523203,0.380512
523204,0.444812
523205,0.423506
523206,0.400938
523207,0.35184
523210,0.296248
523211,0.2752
523212,0.394541
523213,0.355507
523214,0.456841
523215,0.443565
523216,0.428147
523217,0.386368
523220,0.401312
523221,0.327799
523222,0.247703
523223,0.258136
523224,0.283512
523225,0.38717
523226,0.449476
523227,0.415414
523230,0.482157
523231,0.372356
523232,0.282872
523233,0.25051
523234,0.249929
523235,0.352164
523236,0.491323
523237,0.479996
523241,0.551451
523242,0.373088
523243,0.327963
523244,0.289935
523245,0.30757
523246,0.41058
523247,0.405785
523252,0.362781
523253,0.354618
523254,0.348348
523255,0.317196
523256,0.280577
523257,0.364481
523263,0.3817
523264,0.341323
523265,0.312475
523266,0.354461
523267,0.378333
523274,0.354592
523275,0.318642
523276,0.386629
523277,0.351838
523300,0.366278
523301,0.399927
523302,0.370695
523303,0.353381
523304,0.344433
523305,0.347692
523306,0.305536
523307,0.384365
523310,0.413168
523311,0.449142
523312,0.385909
523313,0.332456
523314,0.335121
523315,0.310482
523316,0.351137
523317,0.435998
523320,0.408467
523321,0.467972
523322,0.397236
523323,0.376085
523324,0.336389
523325,0.337633
523326,0.371389
523327,0.387995
523330,0.451681
523331,0.477357
523332,0.452915
523333,0.405062
523334,0.334523
523335,0.364402
523336,0.386723
523337,0.349438
523340,0.514077
523341,0.511312
523342,0.511025
523343,0.469121
523344,0.439454
523345,0.457418
523346,0.400394
523347,0.309519
523350,0.356523
523351,0.326593
523352,0.38057
523353,0.50687
523354,0.525191
523355,0.531392
523356,0.472698
523357,0.384252
523360,0.330475
523361,0.326208
523362,0.350591
523363,0.417327
523364,0.561433
523365,0.552243
523366,0.508123
523367,0.47234
523370,0.299238
523371,0.299767
523372,0.333188
523373,0.346526
523374,0.488402
523375,0.489277
523376,0.515145
523377,0.504133
523400,0.315516
523401,0.336707
523402,0.267956
523403,0.469802
523404,0.290528
523406,0.0605128
523407,0.116062
523410,0.375531
523411,0.291862
523412,0.190323
523413,0.336584
523414,0.298849
523415,0.294446
523416,0.301088
523417,0.255606
523420,0.358887
523421,0.27497
523422,0.279998
523423,0.258313
523424,0.314524
523425,0.328199
