MESH2_ID,MEAN
523426,0.321601
523427,0.247348
523430,0.382716
523431,0.324513
523432,0.310064
523433,0.276226
523434,0.322518
523435,0.297159
523436,0.282162
523437,0.305109
523440,0.321517
523441,0.371882
523442,0.33008
523443,0.301761
523444,0.321449
523445,0.23044
523446,0.289941
523447,0.341251
523450,0.325283
523451,0.433118
523452,0.470397
523453,0.324994
523454,0.309232
523455,0.324844
523456,0.318946
523457,0.307778
523460,0.48704
523461,0.485287
523462,0.490729
523463,0.52273
523464,0.37134
523465,0.222981
523466,0.263719
523467,0.233449
523470,0.484324
523471,0.355899
523472,0.366818
523473,0.478311
523474,0.347932
523475,0.229068
523476,0.311458
523477,0.29844
523500,0.317217
523501,0.196936
523502,0.232125
523503,0.224805
523504,0.226593
523505,0.333658
523506,0.327868
523507,0.343562
523510,0.321797
523511,0.260641
523512,0.250288
523513,0.248722
523514,0.250692
523515,0.324551
523516,0.415483
523517,0.325581
523520,0.309125
523521,0.301161
523522,0.297174
523523,0.323675
523524,0.329955
523525,0.312949
523526,0.321505
523527,0.376166
523530,0.289923
523531,0.298329
523532,0.273443
523533,0.327013
523534,0.273762
523535,0.381518
523536,0.38846
523537,0.375191
523540,0.244511
523541,0.264552
523542,0.262617
523543,0.251349
523544,0.305069
523545,0.239438
523546,0.320505
523547,0.23645
523550,0.308687
523551,0.269575
523552,0.244337
523553,0.294997
523554,0.236547
523555,0.13166
523556,0.225476
523557,0.346338
523560,0.307061
523561,0.287547
523562,0.261503
523563,0.307194
523564,0.165772
523565,0.163833
523566,0.261785
523567,0.380081
523570,0.320337
523571,0.329507
523572,0.294184
523573,0.24827
523574,0.23887
523575,0.292908
523576,0.380359
523577,0.415688
523600,0.258234
523601,0.0787248
523602,0.346677
523603,0.124689
523604,0.112272
523606,0.261861
523607,0.204155
523610,0.288911
523611,0.147719
523612,0.281595
523613,0.068776
523614,0.0432489
523616,0.199424
523617,0.195505
523620,0.361417
523621,0.23438
523622,0.366851
523623,0.118603
523624,0.0472977
523625,0.0955018
523626,0.192709
523627,0.165353
523630,0.320905
523631,0.293709
523632,0.409212
523633,0.321319
523634,0.0642005
523635,0.303782
523636,0.0916469
523637,0.0873999
523640,0.32597
523641,0.260053
523642,0.334929
523643,0.503558
523644,0.202616
523645,0.325016
523646,0.177004
523647,0.185855
523650,0.18678
523651,0.128359
523652,0.326467
523653,0.417101
523654,0.304065
523655,0.236799
523656,0.0606331
523657,0.369259
523660,0.213295
523661,0.130372
523662,0.284152
523663,0.453457
523664,0.334831
523665,0.1185
523666,0.0174105
523667,0.144941
523670,0.229602
523671,0.173158
523672,0.356604
523673,0.410671
523674,0.228314
523675,0.10448
523676,0.0138017
523677,0.0816853
523700,0.41627
523701,0.268289
523702,0.096837
523703,0.0408595
523704,0.281367
523705,0.165302
523706,0.118739
523707,0.102886
523710,0.138146
523711,0.339392
523712,0.171878
523713,0.153719
523714,0.248179
523715,0.108481
523716,0.11485
523717,0.0785784
523720,0.0639165
523721,0.128902
523722,0.32455
523723,0.147541
523724,0.247517
523725,0.251364
523726,0.312595
523727,0.318303
523730,0.0109863
523731,0.169
523732,0.319003
523733,0.239174
523734,0.34223
523735,0.362052
523736,0.612572
523737,0.536618
523740,0.0472731
523741,0.241596
523742,0.318981
523743,0.343681
523744,0.386794
523745,0.338694
523746,0.584097
523747,0.485675
523750,0.269993
523751,0.256463
523752,0.324047
523753,0.424746
523754,0.369751
523755,0.409761
523756,0.535233
523757,0.571682
523760,0.330328
523761,0.240252
523762,0.343533
523763,0.404259
523764,0.358298
523765,0.307261
523766,0.361688
523767,0.496336
523770,0.344174
523771,0.292196
523772,0.341683
523773,0.366327
523774,0.376775
523775,0.260285
523776,0.245642
523777,0.306521
523800,0.182947
523801,0.145951
523802,0.243915
523805,0.448593
523806,0.356233
523807,0.378491
523810,0.144283
523811,0.202038
523812,0.204808
523815,0.275426
523816,0.397966
523817,0.551431
523820,0.444508
523821,0.340532
523822,0.0869109
523826,0.436239
523827,0.595101
523830,0.489624
523831,0.344937
523832,0.304176
523833,0.272185
523834,0.325404
523836,0.445124
523837,0.432036
523840,0.533301
523841,0.451608
523842,0.411699
523843,0.101367
523844,0.0635005
523846,0.289496
523847,0.220809
523850,0.406522
523851,0.42134
523852,0.50099
523853,0.371193
523854,0.178528
523855,0.225296
523856,0.104258
523857,0.162775
523860,0.438757
523861,0.478604
523862,0.350219
523863,0.480423
523864,0.301409
523865,0.0989012
523866,0.497827
523867,0.388896
523870,0.553079
523871,0.49579
523872,0.540276
523873,0.56076
523874,0.315252
523875,0.416308
523876,0.499066
523877,0.296594
523900,0.364527
523902,0.576834
523903,0.603352
523910,0.426929
523912,0.428055
523913,0.509672
523920,0.482244
523921,0.491092
523926,0.387006
523927,0.415116
523930,0.445362
523931,0.343184
523936,0.398486
523937,0.356958
523940,0.458887
523941,0.417494
523946,0.264539
523947,0.301065
523950,0.49392
523951,0.146025
523954,0.335215
523955,0.275845
523956,0.338348
523957,0.350474
523960,0.602563
523961,0.182942
523964,0.37159
523965,0.381173
523966,0.286974
523967,0.330836
523970,0.467991
523971,0.146719
523972,0.350905
523973,0.386039
523974,0.553543
523975,0.553302
523976,0.165406
523977,0.329149
524040,0.367077
524050,0.303547
524051,0.403108
524052,0.387924
524060,0.409257
524061,0.394579
524062,0.341687
524063,0.350136
524070,0.330806
524071,0.353422
524072,0.25124
524073,0.227466
533205,0.140758
533206,0.242946
533207,0.387085
533215,0.337739
533216,0.311159
533217,0.391074
533226,0.383318
533227,0.423104
533300,0.356479
533301,0.34586
533302,0.302746
533303,0.253023
533304,0.587588
533305,0.348921
533306,0.335682
533307,0.491287
533310,0.429412
533311,0.341711
533312,0.291368
533313,0.0628015
533314,0.328098
533315,0.124413
533316,0.0831482
533317,0.304073
533320,0.337434
533321,0.438222
533322,0.285855
533323,0.0643061
533324,0.155736
533325,0.0542228
533326,0.0994447
533327,0.26302
533330,0.395837
533331,0.426589
533370,0.528683
533400,0.418674
533401,0.274166
533402,0.312915
533403,0.385321
533404,0.431287
533405,0.315659
533406,0.366223
533407,0.287753
533410,0.238485
533411,0.188709
533412,0.264989
533413,0.317497
533414,0.342256
533415,0.279609
533416,0.335698
533417,0.281114
533420,0.140689
533421,0.301823
533422,0.357467
533423,0.283141
533424,0.274161
533425,0.295486
533426,0.34591
533427,0.241542
533432,0.342401
533433,0.266801
533434,0.253022
533435,0.244567
533436,0.356195
533437,0.37121
533444,0.211687
533445,0.256042
533446,0.352365
533447,0.289556
533500,0.279907
533501,0.320424
533502,0.260237
533503,0.199968
533504,0.142069
533505,0.23929
533506,0.426232
533507,0.339906
533510,0.242543
533511,0.239679
533512,0.317286
533513,0.192277
533514,0.230074
533515,0.213382
533516,0.235655
533517,0.388196
533520,0.241975
533521,0.299228
533522,0.274215
533523,0.265921
533524,0.313334
533525,0.224052
533526,0.330774
533527,0.404526
533530,0.295208
533531,0.235021
533532,0.342607
533533,0.430324
533536,0.48744
533537,0.388026
533540,0.330314
533541,0.252669
533542,0.386072
533547,0.320838
533551,0.363769
533552,0.504973
533567,0.495667
533577,0.49872
533600,0.283518
533601,0.165089
533602,0.24161
533603,0.33603
533604,0.160086
533605,0.0757221
533606,0.161321
533607,0.284527
533610,0.433045
533611,0.310233
533612,0.255026
533613,0.245365
533614,0.23401
533615,0.14409
533616,0.351756
533617,0.31119
533620,0.430998
533621,0.375166
533622,0.389167
533623,0.220424
533624,0.335186
533625,0.345459
533626,0.322208
533627,0.327675
533630,0.333835
533631,0.341307
533632,0.504217
533633,0.466722
533634,0.260101
533635,0.351097
533636,0.220825
533637,0.232857
533640,0.367396
533641,0.27479
533642,0.477925
533643,0.634616
533644,0.58931
533645,0.533725
533646,0.224699
533647,0.254766
533650,0.267362
533651,0.260454
533652,0.3004
533653,0.473166
533654,0.395506
533655,0.503444
533656,0.264465
533657,0.259035
533660,0.376788
533661,0.204921
533662,0.247341
533663,0.359621
533664,0.319175
533665,0.366515
533666,0.334115
533667,0.332965
533670,0.318849
533671,0.0615725
533672,0.208693
533673,0.241209
533674,0.239408
533675,0.413586
533676,0.474459
533677,0.514639
533700,0.354175
533701,0.346177
533702,0.340136
533703,0.355301
533704,0.545195
533705,0.309982
533706,0.293759
533707,0.221807
533710,0.317934
533711,0.338511
533712,0.334259
533713,0.349144
533714,0.521517
533715,0.358391
533716,0.317538
533717,0.276792
533720,0.257159
533721,0.255881
533722,0.325462
533723,0.382539
533724,0.481066
533725,0.455759
533726,0.342898
533727,0.379597
533730,0.239242
533731,0.298345
533732,0.255483
533733,0.415099
533734,0.523753
533735,0.561363
533736,0.488397
533737,0.367007
533740,0.221013
533741,0.252852
533742,0.276376
533743,0.495542
533744,0.610786
533745,0.58688
533746,0.433332
533747,0.30996
533750,0.250754
533751,0.277672
533752,0.398087
533753,0.505391
533754,0.587383
533755,0.530308
533756,0.487498
533757,0.319789
533760,0.371962
533761,0.303665
533762,0.334436
533763,0.433301
533764,0.507256
533765,0.297019
533766,0.56184
533767,0.208957
533770,0.528069
533771,0.35979
533772,0.363229
533773,0.52119
533774,0.460342
533775,0.441391
533776,0.534624
533777,0.362361
533800,0.437425
533801,0.60277
533802,0.626839
533803,0.504415
533804,0.501061
533805,0.498897
533806,0.579912
533807,0.452717
533810,0.522367
533812,0.603901
533813,0.471744
533814,0.533707
533815,0.506174
533816,0.466645
533817,0.604063
533820,0.550336
533822,0.581807
533823,0.429165
533824,0.388555
533825,0.544267
533826,0.49897
533827,0.469318
533830,0.519985
533831,0.417529
533832,0.576237
533833,0.218569
533834,0.101437
533835,0.260389
533836,0.358708
533837,0.391437
533840,0.360652
533841,0.419314
533842,0.339827
533843,0.316546
533844,0.371826
533845,0.145353
533846,0.419586
533847,0.4527
533850,0.358414
533851,0.520486
533852,0.428012
533853,0.290179
533854,0.490911
533855,0.464379
533856,0.444171
533857,0.496872
533860,0.307054
533861,0.402398
533862,0.288598
533863,0.314704
533864,0.438441
533865,0.453187
533866,0.539604
533867,0.563748
533870,0.264683
533871,0.241313
533872,0.485571
533873,0.458299
533874,0.443165
533875,0.491248
533876,0.461426
533877,0.389731
533900,0.37247
533901,0.293377
533902,0.174123
533903,0.137546
533904,0.416894
533905,0.475517
533906,0.111414
533907,0.242941
533910,0.465711
533911,0.435038
533912,0.299127
533913,0.15918
533914,0.268348
533915,0.378865
533916,0.0259355
533917,0.146673
533920,0.50624
533921,0.443374
533922,0.366691
533923,0.297084
533924,0.302375
533925,0.373322
533926,0.171044
533930,0.441052
533931,0.457285
533932,0.45062
533933,0.443433
533934,0.386203
533935,0.295552
533936,0.0862926
533937,0.388955
533940,0.436242
533941,0.322824
533942,0.406819
533943,0.226128
533944,0.133847
533945,0.392682
533946,0.343963
533947,0.239953
533950,0.436136
533951,0.460366
533952,0.323819
533953,0.279206
533954,0.123636
533955,0.202953
533956,0.158543
533957,0.130115
533960,0.488322
533961,0.343074
533962,0.272723
533963,0.175146
533964,0.0591456
533965,0.0718272
533966,0.0397397
533967,0.13627
533970,0.436551
533971,0.365772
533972,0.255292
533973,0.0908934
533974,0.0775373
533975,0.0520948
533976,0.074057
533977,0.182052
534000,0.237741
534001,0.324569
534002,0.219535
534003,0.139594
534010,0.218671
534011,0.328101
534012,0.104091
534013,0.0343335
534020,0.179035
534021,0.203635
534022,0.0880975
534023,0.0264088
534024,0.0635686
534030,0.278144
534031,0.123836
534032,0.068076
534033,0.0312744
534034,0.0308113
534040,0.138091
534041,0.139892
534042,0.0498968
534043,0.0528491
534044,0.0255834
534045,0.0362918
534046,0.193467
534050,0.0995782
534051,0.16424
534052,0.160335
534053,0.0816278
534054,0.0320823
534055,0.120176
534056,0.179867
534060,0.176512
534061,0.053663
534062,0.0636064
534063,0.0894253
534064,0.150528
534065,0.22226
534066,0.0811825
534070,0.0892504
534071,0.0749042
534072,0.0754791
534073,0.177971
534074,0.172304
534075,0.206027
543207,0.409966
543217,0.411085
543300,0.341808
543301,0.517466
543310,0.381748
543311,0.43746
543312,0.385958
543321,0.26157
543322,0.335105
543323,0.430051
543331,0.333799
543332,0.42195
543333,0.521046
543341,0.473221
543342,0.548882
543507,0.451632
543600,0.322274
543601,0.151691
543602,0.207769
543603,0.279144
543604,0.362228
543605,0.476262
543606,0.455203
543607,0.553685
543610,0.330049
543611,0.115699
543612,0.173942
543613,0.227134
543614,0.456493
543615,0.510873
543616,0.259987
543617,0.500014
543620,0.21238
543621,0.121002
543622,0.196337
543623,0.132918
543624,0.441609
543625,0.508208
543626,0.520018
543627,0.412834
543630,0.371065
543631,0.339199
543632,0.309115
543633,0.230622
543634,0.310833
543635,0.515362
543636,0.643924
543637,0.570607
543642,0.205741
543643,0.185441
543644,0.276719
543645,0.432029
543646,0.608279
543647,0.54577
543653,0.0274369
543654,0.148347
543655,0.46333
543656,0.498804
543657,0.529344
543663,0.0145404
543664,0.0166149
543665,0.416279
543666,0.325334
543667,0.153679
543674,0.14395
543675,0.261458
543676,0.309247
543677,0.0279292
543700,0.583342
543701,0.445249
543702,0.299145
543703,0.3727
543704,0.58938
543705,0.435813
543706,0.498537
543707,0.232859
543710,0.576451
543711,0.341874
543712,0.32076
543713,0.485719
543714,0.576003
543715,0.460151
543716,0.274448
543717,0.196994
543720,0.571824
543721,0.43779
543722,0.442818
543723,0.483152
543724,0.523711
543725,0.385268
543726,0.337537
543727,0.0835974
543730,0.479166
543731,0.538169
543732,0.537167
543733,0.624023
543734,0.501957
543736,0.315288
543737,0.209516
543740,0.577381
543741,0.573605
543742,0.577901
543743,0.573644
543746,0.313638
543747,0.354926
543750,0.530061
543751,0.539038
543752,0.56651
543753,0.645151
543756,0.348228
543757,0.438592
543760,0.38784
543761,0.368424
543762,0.526897
543763,0.503245
543766,0.457357
543767,0.254378
543770,0.265193
543771,0.0811124
543772,0.196488
543773,0.537298
543774,0.491014
543776,0.47754
543777,0.220422
543800,0.37761
543801,0.295215
543802,0.424346
543803,0.454474
543804,0.529824
543805,0.445031
543806,0.490484
543807,0.352804
543810,0.303366
543811,0.473033
543812,0.571831
543813,0.361773
543814,0.416768
543815,0.239784
543816,0.199843
543817,0.378601
543820,0.389259
543821,0.35318
543822,0.368789
543823,0.258516
543824,0.399367
543825,0.191836
543826,0.209845
543827,0.143912
543830,0.258709
543831,0.277229
543832,0.274926
543833,0.155848
543834,0.391422
543835,0.242488
543836,0.183214
543837,0.243878
543840,0.287138
543841,0.315324
543842,0.23778
543843,0.370607
543844,0.557552
543845,0.171745
543846,0.284325
543847,0.145468
543850,0.321809
543851,0.376412
543852,0.357646
543853,0.448516
543854,0.444794
543855,0.180883
543856,0.280764
543857,0.216568
543860,0.332633
543861,0.307467
543862,0.453212
543863,0.522062
543864,0.326922
543865,0.366814
543866,0.337138
543867,0.313076
543870,0.292161
543871,0.308942
543872,0.321525
543873,0.454887
543874,0.472046
543875,0.325343
543876,0.322177
543877,0.358878
543900,0.38908
543901,0.380395
543902,0.308116
543903,0.0995535
543904,0.0301515
543905,0.0200443
543906,0.0897789
543907,0.10217
543910,0.40448
543911,0.277439
543912,0.199296
543913,0.0483947
543914,0.00302204
543915,0.0501696
543916,0.0584352
543917,0.0429168
543920,0.168918
543921,0.0795358
543922,0.0552573
543923,0.0573239
543924,0.0682279
543925,0.227175
543926,0.0413637
543927,0.043538
543930,0.134887
543931,0.113265
543932,0.0358051
543933,0.0606273
543934,0.101374
543935,0.149675
543936,0.0798521
543937,0.0613197
543940,0.0290325
543941,0.0158401
543942,0.128675
543943,0.336806
543944,0.324515
543945,0.234238
543946,0.0742297
543947,0.0730157
543950,0.0776512
543951,0.128941
543952,0.298712
543953,0.289739
543954,0.357741
543955,0.236162
543956,0.10859
543957,0.119731
543960,0.199923
543961,0.36907
543962,0.302773
543963,0.161512
543964,0.311154
543965,0.234879
543966,0.166752
543967,0.183746
543970,0.179397
543971,0.281103
543972,0.158155
543973,0.291901
543974,0.25493
543975,0.259832
543976,0.232735
543977,0.132735
544000,0.0458991
544001,0.144343
544002,0.292636
544003,0.189122
544004,0.231392
544005,0.0970422
544010,0.0273901
544011,0.0493919
544012,0.142595
544013,0.15873
544014,0.12192
544020,0.106908
544021,0.0764628
544022,0.0207812
544023,0.021481
544024,0.035712
544030,0.0441873
544031,0.0985056
544032,0.0209858
544033,0.0646319
544034,0.146344
544040,0.145025
544041,0.158503
544042,0.0677105
544043,0.0632295
544044,0.072429
544045,0.156626
544050,0.1411
544051,0.350283
544052,0.231992
544053,0.0460925
544054,0.0723032
544055,0.556385
544060,0.16852
544061,0.359847
544062,0.308863
544063,0.127684
544064,0.118717
544065,0.382989
544070,0.187748
544071,0.38761
544072,0.330267
544073,0.333442
544074,0.343653
544075,0.260812
553605,0.220353
553606,0.330974
553607,0.110672
553615,0.273843
553616,0.342832
553617,0.325113
553625,0.291213
553626,0.262408
553627,0.30764
553635,0.356907
553636,0.287968
553637,0.289609
553645,0.329213
553646,0.317623
553647,0.277637
553655,0.324113
553656,0.295172
553657,0.336987
553665,0.32757
553666,0.266728
553667,0.321646
553675,0.446858
553676,0.349283
553677,0.304429
553700,0.101694
553701,0.088641
553702,0.0350709
553703,0.410376
553704,0.48012
553706,0.589111
553707,0.429992
553710,0.287562
553711,0.0716743
553712,0.0212523
553713,0.211928
553714,0.530577
553716,0.546547
553717,0.553322
553720,0.329385
553723,0.0821047
553724,0.341377
553725,0.519072
553726,0.542952
553727,0.552869
553730,0.344627
553733,0.0237698
553734,0.221616
553735,0.438914
553736,0.331947
553737,0.523138
553740,0.330041
553745,0.16064
553746,0.297448
553747,0.293365
553750,0.327396
553757,0.319008
553760,0.312674
553770,0.339516
553771,0.332572
553772,0.33882
553800,0.403205
553801,0.397962
553802,0.205151
553803,0.425648
553804,0.408128
553805,0.401041
553806,0.389561
553807,0.337894
553810,0.627594
553811,0.44722
553812,0.315433
553813,0.442109
553814,0.629843
553815,0.346964
553816,0.481191
553817,0.410415
553820,0.467234
553821,0.462158
553822,0.33643
553823,0.384777
553824,0.553295
553825,0.420175
553826,0.581725
553827,0.698787
553830,0.502411
553831,0.430964
553832,0.388964
553833,0.452958
553834,0.432263
553835,0.461464
553836,0.471056
553837,0.583227
553840,0.29317
553841,0.234824
553842,0.194792
553843,0.340481
553844,0.454638
553845,0.367859
553846,0.339597
553847,0.490627
553850,0.327737
553851,0.276135
553852,0.0659493
553853,0.21709
553854,0.33908
553855,0.341452
553856,0.354422
553857,0.361855
553860,0.359957
553861,0.272947
553862,0.089614
553863,0.291425
553864,0.342
553865,0.326362
553866,0.358799
553867,0.331735
553872,0.132742
553873,0.302922
553874,0.286652
553875,0.320608
553876,0.364594
553877,0.356513
553900,0.318781
553901,0.311866
553902,0.314218
553903,0.562679
553904,0.425524
553905,0.236429
553906,0.238251
553907,0.110511
553910,0.437809
553911,0.260244
553912,0.331076
553913,0.503339
553914,0.515344
553915,0.347439
553916,0.302457
553917,0.20789
553920,0.506372
553921,0.188773
553922,0.116391
553923,0.336037
553924,0.519388
553925,0.325918
553926,0.41594
553927,0.160528
553931,0.308696
553932,0.179659
553933,0.19804
553934,0.492935
553935,0.428211
553936,0.469512
553937,0.367851
553940,0.620585
553941,0.58268
553942,0.419737
553943,0.48876
553944,0.482613
553945,0.301916
553946,0.452664
553947,0.353792
553950,0.611619
553951,0.623594
553952,0.599162
553953,0.476899
553954,0.569102
553955,0.548603
553956,0.513649
553957,0.524493
553960,0.25711
553961,0.557718
553962,0.611165
553963,0.606138
553964,0.562401
553965,0.553947
553966,0.450407
553967,0.431555
553970,0.236686
553971,0.504886
553972,0.725474
553973,0.56795
553974,0.595426
553975,0.61231
553976,0.46602
553977,0.490118
554000,0.242047
554001,0.367766
554002,0.379329
554003,0.33979
554004,0.354165
554005,0.182599
554010,0.183932
554011,0.339002
554012,0.316852
554013,0.366821
554014,0.361566
554015,0.228535
554016,0.343125
554020,0.083307
554021,0.337616
554022,0.394839
554023,0.391651
554024,0.508693
554025,0.434483
554026,0.379476
554030,0.263349
554031,0.345328
554032,0.554794
554033,0.403297
554034,0.49428
554035,0.499192
554036,0.361468
554037,0.352013
554040,0.348349
554041,0.367038
554042,0.352967
554043,0.332078
554044,0.397763
554045,0.477941
554046,0.330105
554047,0.301732
554050,0.40189
554051,0.34853
554052,0.252238
554053,0.296431
554054,0.342545
554055,0.422654
554056,0.313499
554057,0.321039
554060,0.439071
554061,0.399369
554062,0.182428
554063,0.273761
554064,0.364433
554065,0.364988
554066,0.278273
554067,0.261782
554070,0.526881
554071,0.402416
554072,0.129448
554073,0.244504
554074,0.344433
554075,0.380301
554076,0.36274
554077,0.324281
554150,0.357235
554160,0.363469
554170,0.248946
563605,0.544602
563606,0.43607
563607,0.357921
563617,0.412346
563700,0.332114
563701,0.282269
563702,0.335435
563710,0.36414
563711,0.320152
563712,0.334382
563721,0.458594
563722,0.393873
563803,0.310417
563804,0.169011
563805,0.251065
563806,0.151891
563807,0.293407
563814,0.210494
563815,0.284367
563816,0.103033
563817,0.205114
563825,0.313808
563826,0.148524
563827,0.178911
563835,0.274576
563836,0.161815
563837,0.0387253
563846,0.24738
563847,0.00902931
563851,0.425248
563852,0.392968
563856,0.207003
563857,0.00761956
563861,0.416375
563862,0.357242
563863,0.352428
563866,0.0790394
563867,0.0335861
563871,0.406358
563872,0.282872
563873,0.271638
563874,0.229523
563900,0.335226
563901,0.541089
563902,0.711661
563903,0.698713
563904,0.65764
563905,0.54192
563906,0.347444
563907,0.39897
563910,0.280377
563911,0.248518
563912,0.738226
563913,0.690727
563914,0.656797
563915,0.456218
563916,0.2434
563917,0.287757
563920,0.345272
563921,0.356815
563922,0.662963
563923,0.599636
563924,0.565646
563925,0.356795
563926,0.187931
563927,0.189497
563930,0.256208
563931,0.322221
563932,0.565042
563933,0.392278
563934,0.305786
563935,0.388122
563936,0.289354
563937,0.228556
563940,0.094595
563941,0.154345
563942,0.277384
563943,0.327476
563944,0.319303
563945,0.511072
563946,0.40662
563947,0.470495
563950,0.0298329
563951,0.0690281
563952,0.283583
563953,0.47559
563954,0.580484
563955,0.672654
563956,0.555993
563957,0.586075
563960,0.0474994
563961,0.0331588
563962,0.0701432
563963,0.392798
563965,0.213239
563966,0.481632
563967,0.3793
563970,0.266832
563971,0.0772933
563972,0.0242733
563973,0.274404
563974,0.566123
563975,0.571583
563976,0.523665
563977,0.348543
564000,0.456004
564001,0.512312
564002,0.079198
564003,0.266378
564004,0.286951
564005,0.382924
564006,0.352137
564007,0.298516
564010,0.350157
564011,0.503367
564012,0.201521
564013,0.222239
564014,0.273815
564015,0.36152
564016,0.381947
564017,0.304324
564020,0.379801
564021,0.388655
564022,0.33323
564023,0.222606
564024,0.286681
564025,0.445793
564026,0.53976
564027,0.354221
564030,0.602404
564031,0.49886
564032,0.57041
564033,0.283671
564034,0.27915
564035,0.439999
564036,0.592383
564037,0.335155
564040,0.636889
564041,0.520688
564042,0.477533
564043,0.280079
564044,0.296025
564045,0.328705
564046,0.502543
564047,0.318121
564050,0.456693
564051,0.402127
564052,0.400547
564053,0.189116
564054,0.281094
564055,0.332052
564056,0.490913
564057,0.248854
564060,0.368074
564061,0.282813
564062,0.392478
564063,0.398294
564064,0.212645
564065,0.364195
564066,0.360867
564067,0.211
564070,0.22838
564071,0.234815
564072,0.362346
564073,0.36404
564074,0.341828
564075,0.343631
564076,0.238667
564077,0.142307
564100,0.233649
564110,0.237899
564120,0.238939
564130,0.170383
564140,0.200073
564150,0.239803
573801,0.387762
573802,0.246483
573803,0.24212
573804,0.309038
573811,0.389016
573812,0.236017
573813,0.231953
573814,0.45957
573822,0.318016
573823,0.253395
573824,0.0993605
573833,0.248521
573834,0.28412
573843,0.482197
573901,0.0897195
573902,0.0437228
573903,0.264203
573904,0.398161
573905,0.386835
573906,0.470745
573907,0.336308
573912,0.0931762
573913,0.106602
573914,0.384928
573915,0.578843
573916,0.432337
573917,0.362553
573923,0.147509
573924,0.241461
573925,0.520467
573926,0.42733
573927,0.330013
573933,0.21649
573934,0.312098
573935,0.47792
573936,0.649593
573937,0.517837
573943,0.181698
573944,0.385889
573945,0.461761
573947,0.459971
573951,0.636004
573952,0.685441
573953,0.210448
573954,0.26507
573955,0.400054
573956,0.461273
573957,0.419917
573964,0.287028
573965,0.353851
573966,0.483443
573967,0.519863
573974,0.40805
573975,0.274449
573976,0.301996
573977,0.42785
574000,0.140564
574001,0.23147
574002,0.390032
574003,0.44165
574004,0.355008
574005,0.30765
574006,0.212095
574007,0.0827429
574010,0.285121
574011,0.360168
574012,0.347732
